Top_K,Level,Metrics_All,Metrics_Filtered,Excluded_Zero_Arc
10,1,"{'MRR': '0.62274', 'Hits@1': '0.50218', 'Hits@5': '0.76638', 'Hits@10': '0.86463', 'Hits@20': '0.90393', 'Hits@50': '0.93450', 'Hits@100': '0.94760', 'Hits@200': '0.95415'}","{'MRR': '0.62974', 'Hits@1': '0.50278', 'Hits@5': '0.77500', 'Hits@10': '0.87778', 'Hits@20': '0.92778', 'Hits@50': '0.96667', 'Hits@100': '0.98333', 'Hits@200': '0.99167'}",98
10,2,"{'MRR': '0.62282', 'Hits@1': '0.50218', 'Hits@5': '0.76638', 'Hits@10': '0.86463', 'Hits@20': '0.90393', 'Hits@50': '0.93668', 'Hits@100': '0.94760', 'Hits@200': '0.95633'}","{'MRR': '0.62984', 'Hits@1': '0.50278', 'Hits@5': '0.77500', 'Hits@10': '0.87778', 'Hits@20': '0.92778', 'Hits@50': '0.96944', 'Hits@100': '0.98333', 'Hits@200': '0.99444'}",98
10,3,"{'MRR': '0.62282', 'Hits@1': '0.50218', 'Hits@5': '0.76638', 'Hits@10': '0.86463', 'Hits@20': '0.90393', 'Hits@50': '0.93668', 'Hits@100': '0.94760', 'Hits@200': '0.95633'}","{'MRR': '0.62984', 'Hits@1': '0.50278', 'Hits@5': '0.77500', 'Hits@10': '0.87778', 'Hits@20': '0.92778', 'Hits@50': '0.96944', 'Hits@100': '0.98333', 'Hits@200': '0.99444'}",98
10,4,"{'MRR': '0.62282', 'Hits@1': '0.50218', 'Hits@5': '0.76638', 'Hits@10': '0.86463', 'Hits@20': '0.90393', 'Hits@50': '0.93668', 'Hits@100': '0.94760', 'Hits@200': '0.95633'}","{'MRR': '0.62984', 'Hits@1': '0.50278', 'Hits@5': '0.77500', 'Hits@10': '0.87778', 'Hits@20': '0.92778', 'Hits@50': '0.96944', 'Hits@100': '0.98333', 'Hits@200': '0.99444'}",98
10,5,"{'MRR': '0.62282', 'Hits@1': '0.50218', 'Hits@5': '0.76638', 'Hits@10': '0.86463', 'Hits@20': '0.90393', 'Hits@50': '0.93668', 'Hits@100': '0.94760', 'Hits@200': '0.95633'}","{'MRR': '0.62984', 'Hits@1': '0.50278', 'Hits@5': '0.77500', 'Hits@10': '0.87778', 'Hits@20': '0.92778', 'Hits@50': '0.96944', 'Hits@100': '0.98333', 'Hits@200': '0.99444'}",98
10,6,"{'MRR': '0.62282', 'Hits@1': '0.50218', 'Hits@5': '0.76638', 'Hits@10': '0.86463', 'Hits@20': '0.90393', 'Hits@50': '0.93668', 'Hits@100': '0.94760', 'Hits@200': '0.95633'}","{'MRR': '0.62984', 'Hits@1': '0.50278', 'Hits@5': '0.77500', 'Hits@10': '0.87778', 'Hits@20': '0.92778', 'Hits@50': '0.96944', 'Hits@100': '0.98333', 'Hits@200': '0.99444'}",98
20,0,"{'MRR': '0.62339', 'Hits@1': '0.50218', 'Hits@5': '0.76638', 'Hits@10': '0.86463', 'Hits@20': '0.91921', 'Hits@50': '0.94323', 'Hits@100': '0.95197', 'Hits@200': '0.95633'}","{'MRR': '0.62928', 'Hits@1': '0.50278', 'Hits@5': '0.77500', 'Hits@10': '0.87778', 'Hits@20': '0.92778', 'Hits@50': '0.95833', 'Hits@100': '0.96944', 'Hits@200': '0.97500'}",98
20,1,"{'MRR': '0.62371', 'Hits@1': '0.50218', 'Hits@5': '0.76638', 'Hits@10': '0.86463', 'Hits@20': '0.91921', 'Hits@50': '0.95197', 'Hits@100': '0.96288', 'Hits@200': '0.97162'}","{'MRR': '0.62969', 'Hits@1': '0.50278', 'Hits@5': '0.77500', 'Hits@10': '0.87778', 'Hits@20': '0.92778', 'Hits@50': '0.96944', 'Hits@100': '0.98333', 'Hits@200': '0.99444'}",98
20,2,"{'MRR': '0.62371', 'Hits@1': '0.50218', 'Hits@5': '0.76638', 'Hits@10': '0.86463', 'Hits@20': '0.91921', 'Hits@50': '0.95197', 'Hits@100': '0.96288', 'Hits@200': '0.97162'}","{'MRR': '0.62969', 'Hits@1': '0.50278', 'Hits@5': '0.77500', 'Hits@10': '0.87778', 'Hits@20': '0.92778', 'Hits@50': '0.96944', 'Hits@100': '0.98333', 'Hits@200': '0.99444'}",98
20,3,"{'MRR': '0.62371', 'Hits@1': '0.50218', 'Hits@5': '0.76638', 'Hits@10': '0.86463', 'Hits@20': '0.91921', 'Hits@50': '0.95197', 'Hits@100': '0.96288', 'Hits@200': '0.97162'}","{'MRR': '0.62969', 'Hits@1': '0.50278', 'Hits@5': '0.77500', 'Hits@10': '0.87778', 'Hits@20': '0.92778', 'Hits@50': '0.96944', 'Hits@100': '0.98333', 'Hits@200': '0.99444'}",98
20,4,"{'MRR': '0.62371', 'Hits@1': '0.50218', 'Hits@5': '0.76638', 'Hits@10': '0.86463', 'Hits@20': '0.91921', 'Hits@50': '0.95197', 'Hits@100': '0.96288', 'Hits@200': '0.97162'}","{'MRR': '0.62969', 'Hits@1': '0.50278', 'Hits@5': '0.77500', 'Hits@10': '0.87778', 'Hits@20': '0.92778', 'Hits@50': '0.96944', 'Hits@100': '0.98333', 'Hits@200': '0.99444'}",98
20,5,"{'MRR': '0.62371', 'Hits@1': '0.50218', 'Hits@5': '0.76638', 'Hits@10': '0.86463', 'Hits@20': '0.91921', 'Hits@50': '0.95197', 'Hits@100': '0.96288', 'Hits@200': '0.97162'}","{'MRR': '0.62969', 'Hits@1': '0.50278', 'Hits@5': '0.77500', 'Hits@10': '0.87778', 'Hits@20': '0.92778', 'Hits@50': '0.96944', 'Hits@100': '0.98333', 'Hits@200': '0.99444'}",98
20,6,"{'MRR': '0.62371', 'Hits@1': '0.50218', 'Hits@5': '0.76638', 'Hits@10': '0.86463', 'Hits@20': '0.91921', 'Hits@50': '0.95197', 'Hits@100': '0.96288', 'Hits@200': '0.97162'}","{'MRR': '0.62969', 'Hits@1': '0.50278', 'Hits@5': '0.77500', 'Hits@10': '0.87778', 'Hits@20': '0.92778', 'Hits@50': '0.96944', 'Hits@100': '0.98333', 'Hits@200': '0.99444'}",98
50,0,"{'MRR': '0.62402', 'Hits@1': '0.50218', 'Hits@5': '0.76638', 'Hits@10': '0.86463', 'Hits@20': '0.91921', 'Hits@50': '0.96070', 'Hits@100': '0.97380', 'Hits@200': '0.98253'}","{'MRR': '0.62958', 'Hits@1': '0.50278', 'Hits@5': '0.77500', 'Hits@10': '0.87778', 'Hits@20': '0.92778', 'Hits@50': '0.96389', 'Hits@100': '0.98056', 'Hits@200': '0.99167'}",98
50,1,"{'MRR': '0.62408', 'Hits@1': '0.50218', 'Hits@5': '0.76638', 'Hits@10': '0.86463', 'Hits@20': '0.91921', 'Hits@50': '0.96070', 'Hits@100': '0.97380', 'Hits@200': '0.98472'}","{'MRR': '0.62965', 'Hits@1': '0.50278', 'Hits@5': '0.77500', 'Hits@10': '0.87778', 'Hits@20': '0.92778', 'Hits@50': '0.96389', 'Hits@100': '0.98056', 'Hits@200': '0.99444'}",98
50,2,"{'MRR': '0.62408', 'Hits@1': '0.50218', 'Hits@5': '0.76638', 'Hits@10': '0.86463', 'Hits@20': '0.91921', 'Hits@50': '0.96070', 'Hits@100': '0.97380', 'Hits@200': '0.98472'}","{'MRR': '0.62965', 'Hits@1': '0.50278', 'Hits@5': '0.77500', 'Hits@10': '0.87778', 'Hits@20': '0.92778', 'Hits@50': '0.96389', 'Hits@100': '0.98056', 'Hits@200': '0.99444'}",98
50,3,"{'MRR': '0.62408', 'Hits@1': '0.50218', 'Hits@5': '0.76638', 'Hits@10': '0.86463', 'Hits@20': '0.91921', 'Hits@50': '0.96070', 'Hits@100': '0.97380', 'Hits@200': '0.98472'}","{'MRR': '0.62965', 'Hits@1': '0.50278', 'Hits@5': '0.77500', 'Hits@10': '0.87778', 'Hits@20': '0.92778', 'Hits@50': '0.96389', 'Hits@100': '0.98056', 'Hits@200': '0.99444'}",98
50,4,"{'MRR': '0.62408', 'Hits@1': '0.50218', 'Hits@5': '0.76638', 'Hits@10': '0.86463', 'Hits@20': '0.91921', 'Hits@50': '0.96070', 'Hits@100': '0.97380', 'Hits@200': '0.98472'}","{'MRR': '0.62965', 'Hits@1': '0.50278', 'Hits@5': '0.77500', 'Hits@10': '0.87778', 'Hits@20': '0.92778', 'Hits@50': '0.96389', 'Hits@100': '0.98056', 'Hits@200': '0.99444'}",98
50,5,"{'MRR': '0.62408', 'Hits@1': '0.50218', 'Hits@5': '0.76638', 'Hits@10': '0.86463', 'Hits@20': '0.91921', 'Hits@50': '0.96070', 'Hits@100': '0.97380', 'Hits@200': '0.98472'}","{'MRR': '0.62965', 'Hits@1': '0.50278', 'Hits@5': '0.77500', 'Hits@10': '0.87778', 'Hits@20': '0.92778', 'Hits@50': '0.96389', 'Hits@100': '0.98056', 'Hits@200': '0.99444'}",98
50,6,"{'MRR': '0.62408', 'Hits@1': '0.50218', 'Hits@5': '0.76638', 'Hits@10': '0.86463', 'Hits@20': '0.91921', 'Hits@50': '0.96070', 'Hits@100': '0.97380', 'Hits@200': '0.98472'}","{'MRR': '0.62965', 'Hits@1': '0.50278', 'Hits@5': '0.77500', 'Hits@10': '0.87778', 'Hits@20': '0.92778', 'Hits@50': '0.96389', 'Hits@100': '0.98056', 'Hits@200': '0.99444'}",98
